,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
358,Relationship_2:Desktop_Computer_Q1_feat2,25.425531914893615,Relationship_2,Desktop_Computer_Q1_feat2,Which of the following type of interactions do you use while executing a command on Desktop_Computer,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,strong ties
243,Relationship_1:Desktop_Computer_Q9_feat1,25.425531914893615,Relationship_1,Desktop_Computer_Q9_feat1,How does your Desktop_Computer help you understand the features that you use to perform this task,Through a tooltip that explains the functionality of a widget on the device.,Scenario relation,alone
244,Relationship_1:Desktop_Computer_Q2_feat5,25.425531914893615,Relationship_1,Desktop_Computer_Q2_feat5,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?",Being able to do something else simultaneously on the device does not matter to me  for this task or is not provided by the device  ,Scenario relation,alone
139,Relationship_3:Desktop_Computer_Q12_feat1,25.425531914893615,Relationship_3,Desktop_Computer_Q12_feat1,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it?,Amount of battery life and impact of performing the task on battery life   ,Scenario relation,weak ties
581,location_3:Desktop_Computer_Q8_feat2,25.425531914893615,location_3,Desktop_Computer_Q8_feat2,What level of personalized communication does your Desktop_Computer provide while performing this task?,"It customizes the features based on my current context and past interactions (e.g., sorting notifications by relevance)  ",Scenario location,"Public (park, street etc)"
346,Relationship_2:Desktop_Computer_Q7_feat5,25.425531914893615,Relationship_2,Desktop_Computer_Q7_feat5,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,Building trust is not essential for using this device for this task or is not provided by the device ,Scenario relation,strong ties
582,location_3:Desktop_Computer_Q1_feat2,25.425531914893615,location_3,Desktop_Computer_Q1_feat2,Which of the following type of interactions do you use while executing a command on Desktop_Computer,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,"Public (park, street etc)"
600,location_3:Desktop_Computer_Q4_feat1,25.425531914893615,location_3,Desktop_Computer_Q4_feat1,Which aspects of mobility does Desktop_Computer  provide as you perform this task?,I can move around while performing the task   ,Scenario location,"Public (park, street etc)"
350,Relationship_2:Desktop_Computer_Q2_feat1,25.425531914893615,Relationship_2,Desktop_Computer_Q2_feat1,"How do you multitask (i.e.,use other functionalities) on Desktop_Computer while executing this task?",I use/view another application using touch-based input,Scenario relation,strong ties
352,Relationship_2:Desktop_Computer_Q10_feat2,25.425531914893615,Relationship_2,Desktop_Computer_Q10_feat2,How does Desktop_Computer provide feedback or respond to your actions as you execute the task?,Through audio/voice based notifications/responses,Scenario relation,strong ties
353,Relationship_2:Desktop_Computer_Q12_feat3,25.425531914893615,Relationship_2,Desktop_Computer_Q12_feat3,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it,Ease of recovery of data and task related information in case of any hardware/software malfunction. ,Scenario relation,strong ties
344,Relationship_2:Desktop_Computer_Q8_feat5,25.425531914893615,Relationship_2,Desktop_Computer_Q8_feat5,What level of personalized communication does your Desktop_Computer provide while performing this task?,Personalization is not essential to me in using this device to perform this task or is not provided by the device  ,Scenario relation,strong ties
354,Relationship_2:Desktop_Computer_Q9_feat2,25.425531914893615,Relationship_2,Desktop_Computer_Q9_feat2,How does your Desktop_Computerhelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario relation,strong ties
572,location_3:Desktop_Computer_Q6_feat1,25.425531914893615,location_3,Desktop_Computer_Q6_feat1,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,Only at the beginning for providing first set of commands or information for performing the task,Scenario location,"Public (park, street etc)"
47,location_1:Q2_feat1,24.84964934666706,location_1,Q2_feat1,"How would you like to multitask (i.e., use/view other applications) on any device of your choice while executing this task?",Use/view another application through touch-based input   ,Scenario location,Home
48,location_1:Q1_feat2,22.271254339891392,location_1,Q1_feat2,Which of the following type of interactions would you like to use to perform this task?,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario location,Home
247,Relationship_1:Desktop_Computer_Q3_feat1,20.340425531914896,Relationship_1,Desktop_Computer_Q3_feat1,Which  aspects of Desktop_Computer makes it easy for you to use it for this task?,It is easy to find and understand the relevant features of the device to complete this task.,Scenario relation,alone
156,Relationship_3:Desktop_Computer_Q7_feat1,20.340425531914896,Relationship_3,Desktop_Computer_Q7_feat1,Which of the following features help you in reaching the desired level of trust to perform this task on Desktop_Computer?,It enables me to define who has access to my information,Scenario relation,weak ties
157,Relationship_3:Desktop_Computer_Q6_feat2,20.340425531914896,Relationship_3,Desktop_Computer_Q6_feat2,When does your Desktop_Computer give you an option of providing or changing any task related information to perform this task?,The device prompts me to provide additional information when any instructions are unclear or missing.,Scenario relation,weak ties
53,location_1:Desktop_Computer_Q11_feat3,20.340425531914896,location_1,Desktop_Computer_Q11_feat3,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,As the device does not have a screen it provides me relevant information through voice-based instructions  ,Scenario location,Home
52,location_1:Desktop_Computer_Q11_feat5,20.340425531914896,location_1,Desktop_Computer_Q11_feat5,Which of the following design components on your Desktop_Computer help you to develop an intuition before you decide how to complete this task,I do not need the device to help me in deciding the best way to perform a task or is not provided by the device  ,Scenario location,Home
564,location_3:Desktop_Computer_Q9_feat3,20.340425531914896,location_3,Desktop_Computer_Q9_feat3,How does your Desktop_Computer help you understand the features that you use to perform this task?  ,Through an graphic icon that conveys the meaning of a widget on the device   ,Scenario location,"Public (park, street etc)"
360,Relationship_2:Desktop_Computer_Q13_feat2,20.340425531914896,Relationship_2,Desktop_Computer_Q13_feat2,Which of the additional artifacts do you connect/download on your Desktop_Computer,"Software application (e.g, apps on your cellphone to visualize task related information from activity trackers, plugins)  ",Scenario relation,strong ties
49,location_1:Desktop_Computer_Q8_feat3,20.340425531914896,location_1,Desktop_Computer_Q8_feat3,What level of personalized communication does your Desktop_Computer provide while performing this task?,"Based on my current activities and surroundings it recommends additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task)",Scenario location,Home
578,location_3:Desktop_Computer_Q9_feat2,20.340425531914896,location_3,Desktop_Computer_Q9_feat2,How does your Desktop_Computerhelp you understand the features that you use to perform this task?  ,Through an interactive help/search menu that answers my questions on the features of the device as I use them,Scenario location,"Public (park, street etc)"
239,Relationship_1:Desktop_Computer_Q12_feat5,20.340425531914896,Relationship_1,Desktop_Computer_Q12_feat5,Which of these maintenance features in Desktop_Computer affect you as you perform this task on it?,I do not consider/evaluate maintenance features as I use this device for this task or is not provided by the device  ,Scenario relation,alone
